qual_id,race_id,season,round,driver_id,constructor_id,q1,q2,q3,position
1236,70,2016,21,ericsson,sauber,1:42.637,,,22
1237,71,2017,1,hamilton,mercedes,1:24.191,1:23.251,1:22.188,1
1238,71,2017,1,vettel,ferrari,1:25.210,1:23.401,1:22.456,2
1239,71,2017,1,bottas,mercedes,1:24.514,1:23.215,1:22.481,3
1240,71,2017,1,raikkonen,ferrari,1:24.352,1:23.376,1:23.033,4
1241,71,2017,1,max_verstappen,red_bull,1:24.482,1:24.092,1:23.485,5
1242,71,2017,1,grosjean,haas,1:25.419,1:24.718,1:24.074,6
1243,71,2017,1,massa,williams,1:25.099,1:24.597,1:24.443,7
1244,71,2017,1,sainz,toro_rosso,1:25.542,1:24.997,1:24.487,8
1245,71,2017,1,kvyat,toro_rosso,1:25.970,1:24.864,1:24.512,9
1246,71,2017,1,ricciardo,red_bull,1:25.383,1:23.989,,10
1247,71,2017,1,perez,force_india,1:25.064,1:25.081,,11
1248,71,2017,1,hulkenberg,renault,1:24.975,1:25.091,,12
1249,71,2017,1,alonso,mclaren,1:25.872,1:25.425,,13
1250,71,2017,1,ocon,force_india,1:26.009,1:25.568,,14
1251,71,2017,1,ericsson,sauber,1:26.236,1:26.465,,15
1252,71,2017,1,giovinazzi,sauber,1:26.419,,,16
1253,71,2017,1,kevin_magnussen,haas,1:26.847,,,17
1254,71,2017,1,vandoorne,mclaren,1:26.858,,,18
1255,71,2017,1,stroll,williams,1:27.143,,,19
1256,71,2017,1,jolyon_palmer,renault,1:28.244,,,20
1257,72,2017,2,hamilton,mercedes,1:33.333,1:32.406,1:31.678,1
1258,72,2017,2,vettel,ferrari,1:33.078,1:32.391,1:31.864,2
1259,72,2017,2,bottas,mercedes,1:33.684,1:32.552,1:31.865,3
1260,72,2017,2,raikkonen,ferrari,1:33.341,1:32.181,1:32.140,4
1261,72,2017,2,ricciardo,red_bull,1:34.041,1:33.546,1:33.033,5
1262,72,2017,2,massa,williams,1:34.205,1:33.759,1:33.507,6
1263,72,2017,2,hulkenberg,renault,1:34.453,1:33.636,1:33.580,7
1264,72,2017,2,perez,force_india,1:34.657,1:33.920,1:33.706,8
1265,72,2017,2,kvyat,toro_rosso,1:34.440,1:34.034,1:33.719,9
1266,72,2017,2,stroll,williams,1:33.986,1:34.090,1:34.220,10
1267,72,2017,2,sainz,toro_rosso,1:34.567,1:34.150,,11
1268,72,2017,2,kevin_magnussen,haas,1:34.942,1:34.164,,12
1269,72,2017,2,alonso,mclaren,1:34.499,1:34.372,,13
1270,72,2017,2,ericsson,sauber,1:34.892,1:35.046,,14
1271,72,2017,2,giovinazzi,sauber,1:34.963,,,15
1272,72,2017,2,vandoorne,mclaren,1:35.023,,,16
1273,72,2017,2,grosjean,haas,1:35.223,,,17
1274,72,2017,2,jolyon_palmer,renault,1:35.279,,,18
1275,72,2017,2,max_verstappen,red_bull,1:35.433,,,19
1276,72,2017,2,ocon,force_india,1:35.496,,,20
1277,73,2017,3,bottas,mercedes,1:31.041,1:29.555,1:28.769,1
1278,73,2017,3,hamilton,mercedes,1:30.814,1:29.535,1:28.792,2
1279,73,2017,3,vettel,ferrari,1:31.037,1:29.596,1:29.247,3
1280,73,2017,3,ricciardo,red_bull,1:31.667,1:30.497,1:29.545,4
1281,73,2017,3,raikkonen,ferrari,1:30.988,1:29.843,1:29.567,5
1282,73,2017,3,max_verstappen,red_bull,1:30.904,1:30.307,1:29.687,6
1283,73,2017,3,hulkenberg,renault,1:31.057,1:30.169,1:29.842,7
1284,73,2017,3,massa,williams,1:31.373,1:30.677,1:30.074,8
1285,73,2017,3,grosjean,haas,1:31.691,1:30.857,1:30.763,9
1286,73,2017,3,jolyon_palmer,renault,1:31.458,1:30.899,1:31.074,10
1287,73,2017,3,kvyat,toro_rosso,1:31.531,1:30.923,,11
1288,73,2017,3,stroll,williams,1:31.748,1:31.168,,12
1289,73,2017,3,wehrlein,sauber,1:31.995,1:31.414,,13
1290,73,2017,3,ocon,force_india,1:31.774,1:31.684,,14
1291,73,2017,3,alonso,mclaren,1:32.054,,,15
1292,73,2017,3,sainz,toro_rosso,1:32.118,,,16
1293,73,2017,3,vandoorne,mclaren,1:32.313,,,17
1294,73,2017,3,perez,force_india,1:32.318,,,18
1295,73,2017,3,ericsson,sauber,1:32.543,,,19
1296,73,2017,3,kevin_magnussen,haas,1:32.900,,,20
1297,74,2017,4,vettel,ferrari,1:34.493,1:34.038,1:33.194,1
1298,74,2017,4,raikkonen,ferrari,1:34.953,1:33.663,1:33.253,2
1299,74,2017,4,bottas,mercedes,1:34.041,1:33.264,1:33.289,3
1300,74,2017,4,hamilton,mercedes,1:34.409,1:33.760,1:33.767,4
1301,74,2017,4,ricciardo,red_bull,1:35.560,1:35.483,1:34.905,5
1302,74,2017,4,massa,williams,1:35.828,1:35.049,1:35.110,6
1303,74,2017,4,max_verstappen,red_bull,1:35.301,1:35.221,1:35.161,7
1304,74,2017,4,hulkenberg,renault,1:35.507,1:35.328,1:35.285,8
1305,74,2017,4,perez,force_india,1:36.185,1:35.513,1:35.337,9
1306,74,2017,4,ocon,force_india,1:35.372,1:35.729,1:35.430,10
1307,74,2017,4,sainz,toro_rosso,1:35.827,1:35.948,,11
1308,74,2017,4,stroll,williams,1:36.279,1:35.964,,12
1309,74,2017,4,kvyat,toro_rosso,1:35.984,1:35.968,,13
1310,74,2017,4,kevin_magnussen,haas,1:36.408,1:36.017,,14
1311,74,2017,4,alonso,mclaren,1:36.353,1:36.660,,15
1312,74,2017,4,jolyon_palmer,renault,1:36.462,,,16
1313,74,2017,4,vandoorne,mclaren,1:37.070,,,17
1314,74,2017,4,wehrlein,sauber,1:37.332,,,18
1315,74,2017,4,ericsson,sauber,1:37.507,,,19
1316,74,2017,4,grosjean,haas,1:37.620,,,20
1317,75,2017,5,hamilton,mercedes,1:20.511,1:20.210,1:19.149,1
1318,75,2017,5,vettel,ferrari,1:20.939,1:20.295,1:19.200,2
1319,75,2017,5,bottas,mercedes,1:20.991,1:20.300,1:19.373,3
1320,75,2017,5,raikkonen,ferrari,1:20.742,1:20.621,1:19.439,4
1321,75,2017,5,max_verstappen,red_bull,1:21.430,1:20.722,1:19.706,5
1322,75,2017,5,ricciardo,red_bull,1:21.704,1:20.855,1:20.175,6
1323,75,2017,5,alonso,mclaren,1:22.015,1:21.251,1:21.048,7
1324,75,2017,5,perez,force_india,1:21.998,1:21.239,1:21.070,8
1325,75,2017,5,massa,williams,1:22.138,1:21.222,1:21.232,9
1326,75,2017,5,ocon,force_india,1:21.901,1:21.148,1:21.272,10
1327,75,2017,5,kevin_magnussen,haas,1:21.945,1:21.329,,11
1328,75,2017,5,sainz,toro_rosso,1:21.941,1:21.371,,12
1329,75,2017,5,hulkenberg,renault,1:22.091,1:21.397,,13
1330,75,2017,5,grosjean,haas,1:21.822,1:21.517,,14
1331,75,2017,5,wehrlein,sauber,1:22.327,1:21.803,,15
1332,75,2017,5,ericsson,sauber,1:22.332,,,16
1333,75,2017,5,jolyon_palmer,renault,1:22.401,,,17
1334,75,2017,5,stroll,williams,1:22.411,,,18
1335,75,2017,5,vandoorne,mclaren,1:22.532,,,19
1336,75,2017,5,kvyat,toro_rosso,1:22.746,,,20
1337,76,2017,6,raikkonen,ferrari,1:13.117,1:12.231,1:12.178,1
1338,76,2017,6,vettel,ferrari,1:13.090,1:12.449,1:12.221,2
1339,76,2017,6,bottas,mercedes,1:13.325,1:12.901,1:12.223,3
1340,76,2017,6,max_verstappen,red_bull,1:13.078,1:12.697,1:12.496,4
1341,76,2017,6,ricciardo,red_bull,1:13.219,1:13.011,1:12.998,5
1342,76,2017,6,sainz,toro_rosso,1:13.526,1:13.397,1:13.162,6
1343,76,2017,6,perez,force_india,1:13.530,1:13.430,1:13.329,7
1344,76,2017,6,grosjean,haas,1:13.786,1:13.203,1:13.349,8
1345,76,2017,6,button,mclaren,1:13.723,1:13.453,1:13.613,9
1346,76,2017,6,vandoorne,mclaren,1:13.476,1:13.249,,10
1347,76,2017,6,kvyat,toro_rosso,1:13.899,1:13.516,,11
1348,76,2017,6,hulkenberg,renault,1:13.787,1:13.628,,12
1349,76,2017,6,kevin_magnussen,haas,1:13.531,1:13.959,,13
1350,76,2017,6,hamilton,mercedes,1:13.640,1:14.106,,14
1351,76,2017,6,massa,williams,1:13.796,1:20.529,,15
1352,76,2017,6,ocon,force_india,1:14.101,,,16
1353,76,2017,6,jolyon_palmer,renault,1:14.696,,,17
1354,76,2017,6,stroll,williams,1:14.893,,,18
1355,76,2017,6,wehrlein,sauber,1:15.159,,,19
1356,76,2017,6,ericsson,sauber,1:15.276,,,20
1357,77,2017,7,hamilton,mercedes,1:12.692,1:12.496,1:11.459,1
1358,77,2017,7,vettel,ferrari,1:13.046,1:12.749,1:11.789,2
1359,77,2017,7,bottas,mercedes,1:12.685,1:12.563,1:12.177,3
1360,77,2017,7,raikkonen,ferrari,1:13.548,1:12.580,1:12.252,4
1361,77,2017,7,max_verstappen,red_bull,1:13.177,1:12.751,1:12.403,5
1362,77,2017,7,ricciardo,red_bull,1:13.543,1:12.810,1:12.557,6
1363,77,2017,7,massa,williams,1:13.435,1:13.012,1:12.858,7
1364,77,2017,7,perez,force_india,1:13.470,1:13.262,1:13.018,8
1365,77,2017,7,ocon,force_india,1:13.520,1:13.320,1:13.135,9
1366,77,2017,7,hulkenberg,renault,1:13.804,1:13.406,1:13.271,10
1367,77,2017,7,kvyat,toro_rosso,1:13.802,1:13.690,,11
1368,77,2017,7,alonso,mclaren,1:13.669,1:13.693,,12
1369,77,2017,7,sainz,toro_rosso,1:14.051,1:13.756,,13
1370,77,2017,7,grosjean,haas,1:13.780,1:13.839,,14
1371,77,2017,7,jolyon_palmer,renault,1:13.990,1:14.293,,15
1372,77,2017,7,vandoorne,mclaren,1:14.182,,,16
1373,77,2017,7,stroll,williams,1:14.209,,,17
1374,77,2017,7,kevin_magnussen,haas,1:14.318,,,18
1375,77,2017,7,ericsson,sauber,1:14.495,,,19
1376,77,2017,7,wehrlein,sauber,1:14.810,,,20
1377,78,2017,8,hamilton,mercedes,1:41.983,1:41.275,1:40.593,1
1378,78,2017,8,bottas,mercedes,1:43.026,1:41.502,1:41.027,2
1379,78,2017,8,raikkonen,ferrari,1:42.678,1:42.090,1:41.693,3
1380,78,2017,8,vettel,ferrari,1:42.952,1:41.911,1:41.841,4
1381,78,2017,8,max_verstappen,red_bull,1:42.544,1:41.961,1:41.879,5
1382,78,2017,8,perez,force_india,1:43.162,1:42.467,1:42.111,6
1383,78,2017,8,ocon,force_india,1:43.051,1:42.751,1:42.186,7
1384,78,2017,8,stroll,williams,1:43.613,1:42.284,1:42.753,8
1385,78,2017,8,massa,williams,1:43.165,1:42.735,1:42.798,9
1386,78,2017,8,ricciardo,red_bull,1:42.857,1:42.215,1:43.414,10
1387,78,2017,8,kvyat,toro_rosso,1:42.927,1:43.186,,11
1388,78,2017,8,sainz,toro_rosso,1:43.489,1:43.347,,12
1389,78,2017,8,kevin_magnussen,haas,1:44.029,1:43.796,,13
1390,78,2017,8,hulkenberg,renault,1:43.930,1:44.267,,14
1391,78,2017,8,wehrlein,sauber,1:44.317,1:44.603,,15
1392,78,2017,8,alonso,mclaren,1:44.334,,,16
1393,78,2017,8,grosjean,haas,1:44.468,,,17
1394,78,2017,8,ericsson,sauber,1:44.795,,,18
1395,78,2017,8,vandoorne,mclaren,1:45.030,,,19
1396,79,2017,9,bottas,mercedes,1:05.760,1:04.316,1:04.251,1
1397,79,2017,9,vettel,ferrari,1:05.585,1:04.772,1:04.293,2
1398,79,2017,9,hamilton,mercedes,1:05.064,1:04.800,1:04.424,3
1399,79,2017,9,raikkonen,ferrari,1:05.148,1:05.004,1:04.779,4
1400,79,2017,9,ricciardo,red_bull,1:05.854,1:05.161,1:04.896,5
1401,79,2017,9,max_verstappen,red_bull,1:05.779,1:04.948,1:04.983,6
1402,79,2017,9,grosjean,haas,1:05.902,1:05.319,1:05.480,7
1403,79,2017,9,perez,force_india,1:05.975,1:05.435,1:05.605,8
1404,79,2017,9,ocon,force_india,1:06.033,1:05.550,1:05.674,9
1405,79,2017,9,sainz,toro_rosso,1:05.675,1:05.544,1:05.726,10
1406,79,2017,9,hulkenberg,renault,1:06.174,1:05.597,,11
1407,79,2017,9,alonso,mclaren,1:06.158,1:05.602,,12
1408,79,2017,9,vandoorne,mclaren,1:06.316,1:05.741,,13
1409,79,2017,9,kvyat,toro_rosso,1:05.990,1:05.884,,14
1410,79,2017,9,kevin_magnussen,haas,1:06.143,,,15
1411,79,2017,9,jolyon_palmer,renault,1:06.345,,,16
1412,79,2017,9,massa,williams,1:06.534,,,17
1413,79,2017,9,stroll,williams,1:06.608,,,18
1414,79,2017,9,ericsson,sauber,1:06.857,,,19
1415,79,2017,9,wehrlein,sauber,1:07.011,,,20
1416,80,2017,10,hamilton,mercedes,1:39.069,1:27.893,1:26.600,1
1417,80,2017,10,raikkonen,ferrari,1:40.455,1:28.992,1:27.147,2
1418,80,2017,10,vettel,ferrari,1:39.962,1:28.978,1:27.356,3
1419,80,2017,10,bottas,mercedes,1:39.698,1:28.732,1:27.376,4
1420,80,2017,10,max_verstappen,red_bull,1:38.912,1:29.431,1:28.130,5
1421,80,2017,10,hulkenberg,renault,1:39.201,1:29.340,1:28.856,6
1422,80,2017,10,perez,force_india,1:42.009,1:29.824,1:28.902,7
1423,80,2017,10,ocon,force_india,1:39.738,1:29.701,1:29.074,8
1424,80,2017,10,vandoorne,mclaren,1:40.011,1:30.105,1:29.418,9
1425,80,2017,10,grosjean,haas,1:42.042,1:29.966,1:29.549,10
1426,80,2017,10,jolyon_palmer,renault,1:41.404,1:30.193,,11
1427,80,2017,10,kvyat,toro_rosso,1:41.726,1:30.355,,12
1428,80,2017,10,alonso,mclaren,1:37.598,1:30.600,,13
1429,80,2017,10,sainz,toro_rosso,1:41.114,1:31.368,,14
1430,80,2017,10,massa,williams,1:41.874,1:31.482,,15
1431,80,2017,10,stroll,williams,1:42.573,,,16
1432,80,2017,10,kevin_magnussen,haas,1:42.577,,,17
1433,80,2017,10,wehrlein,sauber,1:42.593,,,18
1434,80,2017,10,ericsson,sauber,1:42.633,,,19
1435,80,2017,10,ricciardo,red_bull,1:42.966,,,20
1436,81,2017,11,vettel,ferrari,1:17.244,1:16.802,1:16.276,1
1437,81,2017,11,raikkonen,ferrari,1:17.364,1:17.207,1:16.444,2
1438,81,2017,11,bottas,mercedes,1:18.058,1:17.362,1:16.530,3
1439,81,2017,11,hamilton,mercedes,1:17.492,1:16.693,1:16.707,4
1440,81,2017,11,max_verstappen,red_bull,1:17.266,1:17.028,1:16.797,5
1441,81,2017,11,ricciardo,red_bull,1:17.702,1:17.698,1:16.818,6
1442,81,2017,11,hulkenberg,renault,1:18.137,1:17.655,1:17.468,7
1443,81,2017,11,alonso,mclaren,1:18.395,1:17.919,1:17.549,8
1444,81,2017,11,vandoorne,mclaren,1:18.479,1:18.000,1:17.894,9
1445,81,2017,11,sainz,toro_rosso,1:18.948,1:18.311,1:18.912,10
1446,81,2017,11,jolyon_palmer,renault,1:18.699,1:18.415,,11
1447,81,2017,11,ocon,force_india,1:18.843,1:18.495,,12
1448,81,2017,11,kvyat,toro_rosso,1:18.702,1:18.538,,13
1449,81,2017,11,perez,force_india,1:19.095,1:18.639,,14
1450,81,2017,11,grosjean,haas,1:19.085,1:18.771,,15
1451,81,2017,11,kevin_magnussen,haas,1:19.095,,,16
1452,81,2017,11,stroll,williams,1:19.102,,,17
1453,81,2017,11,wehrlein,sauber,1:19.839,,,18
1454,81,2017,11,resta,williams,1:19.868,,,19
1455,81,2017,11,ericsson,sauber,1:19.972,,,20
1456,82,2017,12,hamilton,mercedes,1:44.184,1:42.927,1:42.553,1
1457,82,2017,12,vettel,ferrari,1:44.275,1:43.987,1:42.795,2
1458,82,2017,12,bottas,mercedes,1:44.773,1:43.249,1:43.094,3
1459,82,2017,12,raikkonen,ferrari,1:44.729,1:43.700,1:43.270,4
1460,82,2017,12,max_verstappen,red_bull,1:44.535,1:43.940,1:43.380,5
1461,82,2017,12,ricciardo,red_bull,1:45.114,1:44.224,1:43.863,6
1462,82,2017,12,hulkenberg,renault,1:45.280,1:44.988,1:44.982,7
1463,82,2017,12,perez,force_india,1:45.591,1:44.894,1:45.244,8
1464,82,2017,12,ocon,force_india,1:45.277,1:45.006,1:45.369,9
1465,82,2017,12,jolyon_palmer,renault,1:45.447,1:44.685,,10
1466,82,2017,12,alonso,mclaren,1:45.668,1:45.090,,11
1467,82,2017,12,grosjean,haas,1:45.728,1:45.133,,12
1468,82,2017,12,kevin_magnussen,haas,1:45.535,1:45.400,,13
1469,82,2017,12,sainz,toro_rosso,1:45.374,1:45.439,,14
1470,82,2017,12,vandoorne,mclaren,1:45.441,,,15
1471,82,2017,12,massa,williams,1:45.823,,,16
1472,82,2017,12,kvyat,toro_rosso,1:46.028,,,17
1473,82,2017,12,stroll,williams,1:46.915,,,18
1474,82,2017,12,ericsson,sauber,1:47.214,,,19
1475,82,2017,12,wehrlein,sauber,1:47.679,,,20
1476,83,2017,13,hamilton,mercedes,1:36.009,1:34.660,1:35.554,1
1477,83,2017,13,max_verstappen,red_bull,1:37.344,1:36.113,1:36.702,2
1478,83,2017,13,ricciardo,red_bull,1:38.304,1:37.313,1:36.841,3
1479,83,2017,13,stroll,williams,1:37.653,1:37.002,1:37.032,4
1480,83,2017,13,ocon,force_india,1:38.775,1:37.580,1:37.719,5
1481,83,2017,13,bottas,mercedes,1:35.716,1:35.396,1:37.833,6
1482,83,2017,13,raikkonen,ferrari,1:38.235,1:37.031,1:37.987,7
1483,83,2017,13,vettel,ferrari,1:37.198,1:36.223,1:38.064,8
1484,83,2017,13,massa,williams,1:38.338,1:37.456,1:38.251,9
1485,83,2017,13,vandoorne,mclaren,1:38.767,1:37.471,1:39.157,10
1486,83,2017,13,perez,force_india,1:38.511,1:37.582,,11
1487,83,2017,13,hulkenberg,renault,1:39.242,1:38.059,,12
1488,83,2017,13,alonso,mclaren,1:39.134,1:38.202,,13
1489,83,2017,13,kvyat,toro_rosso,1:39.183,1:38.245,,14
1490,83,2017,13,sainz,toro_rosso,1:39.788,1:38.526,,15
1491,83,2017,13,kevin_magnussen,haas,1:40.489,,,16
1492,83,2017,13,jolyon_palmer,renault,1:40.646,,,17
1493,83,2017,13,ericsson,sauber,1:41.732,,,18
1494,83,2017,13,wehrlein,sauber,1:41.875,,,19
1495,83,2017,13,grosjean,haas,1:43.355,,,20
1496,84,2017,14,vettel,ferrari,1:43.336,1:40.529,1:39.491,1
1497,84,2017,14,max_verstappen,red_bull,1:42.010,1:40.332,1:39.814,2
1498,84,2017,14,ricciardo,red_bull,1:42.063,1:40.385,1:39.840,3
1499,84,2017,14,raikkonen,ferrari,1:43.328,1:40.525,1:40.069,4
1500,84,2017,14,hamilton,mercedes,1:42.455,1:40.577,1:40.126,5
1501,84,2017,14,bottas,mercedes,1:43.137,1:41.409,1:40.810,6
1502,84,2017,14,hulkenberg,renault,1:42.586,1:41.277,1:41.013,7
1503,84,2017,14,alonso,mclaren,1:42.086,1:41.442,1:41.179,8
1504,84,2017,14,vandoorne,mclaren,1:42.222,1:41.227,1:41.398,9
1505,84,2017,14,sainz,toro_rosso,1:42.176,1:41.826,1:42.056,10
1506,84,2017,14,jolyon_palmer,renault,1:42.472,1:42.107,,11
1507,84,2017,14,perez,force_india,1:43.594,1:42.246,,12
1508,84,2017,14,kvyat,toro_rosso,1:42.544,1:42.338,,13
1509,84,2017,14,ocon,force_india,1:43.626,1:42.760,,14
1510,84,2017,14,grosjean,haas,1:43.627,1:43.883,,15
1511,84,2017,14,kevin_magnussen,haas,1:43.756,,,16
1512,84,2017,14,massa,williams,1:44.014,,,17
1513,84,2017,14,stroll,williams,1:44.728,,,18
1514,84,2017,14,wehrlein,sauber,1:45.059,,,19
1515,84,2017,14,ericsson,sauber,1:45.570,,,20
1516,85,2017,15,hamilton,mercedes,1:31.605,1:30.977,1:30.076,1
1517,85,2017,15,raikkonen,ferrari,1:32.259,1:30.926,1:30.121,2
1518,85,2017,15,max_verstappen,red_bull,1:31.920,1:30.931,1:30.541,3
1519,85,2017,15,ricciardo,red_bull,1:32.416,1:31.061,1:30.595,4
1520,85,2017,15,bottas,mercedes,1:32.254,1:30.803,1:30.758,5
1521,85,2017,15,ocon,force_india,1:32.527,1:31.651,1:31.478,6
1522,85,2017,15,vandoorne,mclaren,1:32.838,1:31.848,1:31.582,7
1523,85,2017,15,hulkenberg,renault,1:32.586,1:31.778,1:31.607,8
1524,85,2017,15,perez,force_india,1:32.768,1:31.484,1:31.658,9
1525,85,2017,15,alonso,mclaren,1:33.049,1:32.010,1:31.704,10
1526,85,2017,15,massa,williams,1:32.267,1:32.034,,11
1527,85,2017,15,jolyon_palmer,renault,1:32.576,1:32.100,,12
1528,85,2017,15,stroll,williams,1:33.000,1:32.307,,13
1529,85,2017,15,sainz,toro_rosso,1:32.650,1:32.402,,14
1530,85,2017,15,gasly,toro_rosso,1:32.547,1:32.558,,15
1531,85,2017,15,grosjean,haas,1:33.308,,,16
1532,85,2017,15,kevin_magnussen,haas,1:33.434,,,17
1533,85,2017,15,wehrlein,sauber,1:33.483,,,18
1534,85,2017,15,ericsson,sauber,1:33.970,,,19
1535,85,2017,15,vettel,ferrari,,,,20
1536,86,2017,16,hamilton,mercedes,1:29.047,1:27.819,1:27.319,1
1537,86,2017,16,bottas,mercedes,1:29.332,1:28.543,1:27.651,2
1538,86,2017,16,vettel,ferrari,1:29.352,1:28.225,1:27.791,3
1539,86,2017,16,ricciardo,red_bull,1:29.475,1:28.935,1:28.306,4
1540,86,2017,16,max_verstappen,red_bull,1:29.181,1:28.747,1:28.332,5
1541,86,2017,16,raikkonen,ferrari,1:29.163,1:29.079,1:28.498,6
1542,86,2017,16,ocon,force_india,1:30.115,1:29.199,1:29.111,7
1543,86,2017,16,perez,force_india,1:29.696,1:29.343,1:29.260,8
1544,86,2017,16,massa,williams,1:30.352,1:29.687,1:29.480,9
1545,86,2017,16,alonso,mclaren,1:30.525,1:29.749,1:30.687,10
1546,86,2017,16,vandoorne,mclaren,1:30.654,1:29.778,,11
1547,86,2017,16,hulkenberg,renault,1:30.252,1:29.879,,12
1548,86,2017,16,kevin_magnussen,haas,1:30.774,1:29.972,,13
1549,86,2017,16,jolyon_palmer,renault,1:30.516,1:30.022,,14
1550,86,2017,16,sainz,toro_rosso,1:30.565,1:30.413,,15
1551,86,2017,16,grosjean,haas,1:30.849,,,16
1552,86,2017,16,gasly,toro_rosso,1:31.317,,,17
1553,86,2017,16,stroll,williams,1:31.409,,,18
1554,86,2017,16,ericsson,sauber,1:31.597,,,19
1555,86,2017,16,wehrlein,sauber,1:31.885,,,20
1556,87,2017,17,hamilton,mercedes,1:34.822,1:33.437,1:33.108,1
1557,87,2017,17,vettel,ferrari,1:35.420,1:34.103,1:33.347,2
1558,87,2017,17,bottas,mercedes,1:35.309,1:33.769,1:33.568,3
1559,87,2017,17,ricciardo,red_bull,1:35.991,1:34.495,1:33.577,4
1560,87,2017,17,raikkonen,ferrari,1:35.649,1:33.840,1:33.577,5
1561,87,2017,17,max_verstappen,red_bull,1:34.899,1:34.716,1:33.658,6
1562,87,2017,17,ocon,force_india,1:35.849,1:35.113,1:34.647,7
1563,87,2017,17,sainz,renault,1:35.517,1:34.899,1:34.852,8
1564,87,2017,17,alonso,mclaren,1:35.712,1:35.046,1:35.007,9
1565,87,2017,17,perez,force_india,1:36.358,1:34.789,1:35.148,10
1566,87,2017,17,massa,williams,1:35.603,1:35.155,,11
1567,87,2017,17,kvyat,toro_rosso,1:36.073,1:35.529,,12
1568,87,2017,17,vandoorne,mclaren,1:36.286,1:35.641,,13
1569,87,2017,17,grosjean,haas,1:36.835,1:35.870,,14
1570,87,2017,17,hulkenberg,renault,1:35.740,,,15
1571,87,2017,17,ericsson,sauber,1:36.842,,,16
1572,87,2017,17,stroll,williams,1:36.868,,,17
1573,87,2017,17,brendon_hartley,toro_rosso,1:36.889,,,18
1574,87,2017,17,wehrlein,sauber,1:37.179,,,19
1575,87,2017,17,kevin_magnussen,haas,1:37.394,,,20
1576,88,2017,18,vettel,ferrari,1:17.665,1:16.870,1:16.488,1
1577,88,2017,18,max_verstappen,red_bull,1:17.630,1:16.524,1:16.574,2
1578,88,2017,18,hamilton,mercedes,1:17.518,1:17.035,1:16.934,3
1579,88,2017,18,bottas,mercedes,1:17.578,1:17.161,1:16.958,4
1580,88,2017,18,raikkonen,ferrari,1:18.148,1:17.534,1:17.238,5
1581,88,2017,18,ocon,force_india,1:18.336,1:17.827,1:17.437,6
1582,88,2017,18,ricciardo,red_bull,1:18.208,1:17.631,1:17.447,7
1583,88,2017,18,hulkenberg,renault,1:18.322,1:17.792,1:17.466,8
1584,88,2017,18,sainz,renault,1:18.405,1:17.753,1:17.794,9
1585,88,2017,18,perez,force_india,1:18.020,1:17.868,1:17.807,10
1586,88,2017,18,massa,williams,1:18.570,1:18.099,,11
1587,88,2017,18,stroll,williams,1:18.902,1:19.159,,12
1588,88,2017,18,brendon_hartley,toro_rosso,1:18.683,,,13
1589,88,2017,18,alonso,mclaren,1:17.710,,,14
1590,88,2017,18,vandoorne,mclaren,1:18.578,,,15
1591,88,2017,18,ericsson,sauber,1:19.176,,,16
1592,88,2017,18,wehrlein,sauber,1:19.333,,,17
1593,88,2017,18,kevin_magnussen,haas,1:19.443,,,18
1594,88,2017,18,grosjean,haas,1:19.473,,,19
1595,89,2017,19,bottas,mercedes,1:09.452,1:08.638,1:08.322,1
1596,89,2017,19,vettel,ferrari,1:09.643,1:08.494,1:08.360,2
1597,89,2017,19,raikkonen,ferrari,1:09.405,1:09.116,1:08.538,3
1598,89,2017,19,max_verstappen,red_bull,1:09.820,1:09.050,1:08.925,4
1599,89,2017,19,ricciardo,red_bull,1:09.828,1:09.533,1:09.330,5
1600,89,2017,19,perez,force_india,1:10.145,1:09.760,1:09.598,6
1601,89,2017,19,alonso,mclaren,1:10.172,1:09.593,1:09.617,7
1602,89,2017,19,hulkenberg,renault,1:10.078,1:09.726,1:09.703,8
1603,89,2017,19,sainz,renault,1:10.227,1:09.768,1:09.805,9
1604,89,2017,19,massa,williams,1:09.789,1:09.612,1:09.841,10
1605,89,2017,19,ocon,force_india,1:10.168,1:09.830,,11
1606,89,2017,19,grosjean,haas,1:10.148,1:09.879,,12
1607,89,2017,19,vandoorne,mclaren,1:10.286,1:10.116,,13
1608,89,2017,19,kevin_magnussen,haas,1:10.521,1:10.154,,14
1609,89,2017,19,brendon_hartley,toro_rosso,1:10.625,,,15
1610,89,2017,19,wehrlein,sauber,1:10.678,,,16
1611,89,2017,19,gasly,toro_rosso,1:10.686,,,17
1612,89,2017,19,stroll,williams,1:10.776,,,18
1613,89,2017,19,ericsson,sauber,1:10.875,,,19
1614,89,2017,19,hamilton,mercedes,,,,20
1615,90,2017,20,bottas,mercedes,1:37.356,1:36.822,1:36.231,1
1616,90,2017,20,hamilton,mercedes,1:37.391,1:36.742,1:36.403,2
1617,90,2017,20,vettel,ferrari,1:37.817,1:37.023,1:36.777,3
1618,90,2017,20,ricciardo,red_bull,1:38.016,1:37.583,1:36.959,4
1619,90,2017,20,raikkonen,ferrari,1:37.453,1:37.302,1:36.985,5
1620,90,2017,20,max_verstappen,red_bull,1:38.021,1:37.777,1:37.328,6
1621,90,2017,20,hulkenberg,renault,1:38.781,1:38.138,1:38.282,7
1622,90,2017,20,perez,force_india,1:38.601,1:38.359,1:38.374,8
1623,90,2017,20,ocon,force_india,1:38.896,1:38.392,1:38.397,9
1624,90,2017,20,massa,williams,1:38.629,1:38.565,1:38.550,10
