qual_id,race_id,season,round,driver_id,constructor_id,q1,q2,q3,position,q1_sec,q2_sec,q3_sec,best_qual_sec,pole_sec,gap_to_pole_sec
1,1,2014,1,hamilton,mercedes,1:31.699,1:42.890,1:44.231,1,91.699,102.89,104.231,91.699,91.699,0.0
2,1,2014,1,ricciardo,red_bull,1:30.775,1:42.295,1:44.548,2,90.775,102.295,104.548,90.775,91.699,-0.9239999999999924
3,1,2014,1,rosberg,mercedes,1:32.564,1:42.264,1:44.595,3,92.564,102.26400000000001,104.595,92.564,91.699,0.8649999999999949
4,1,2014,1,kevin_magnussen,mclaren,1:30.949,1:43.247,1:45.745,4,90.949,103.247,105.745,90.949,91.699,-0.75
5,1,2014,1,alonso,ferrari,1:31.388,1:42.805,1:45.819,5,91.388,102.805,105.819,91.388,91.699,-0.31099999999999284
6,1,2014,1,vergne,toro_rosso,1:33.488,1:43.849,1:45.864,6,93.488,103.84899999999999,105.864,93.488,91.699,1.7890000000000015
7,1,2014,1,hulkenberg,force_india,1:33.893,1:43.658,1:46.030,7,93.893,103.658,106.03,93.893,91.699,2.1940000000000026
8,1,2014,1,kvyat,toro_rosso,1:33.777,1:44.331,1:47.368,8,93.777,104.331,107.368,93.777,91.699,2.078000000000003
9,1,2014,1,massa,williams,1:31.228,1:44.242,1:48.079,9,91.22800000000001,104.24199999999999,108.07900000000001,91.22800000000001,91.699,-0.4709999999999894
10,1,2014,1,bottas,williams,1:31.601,1:43.852,1:48.147,10,91.601,103.852,108.14699999999999,91.601,91.699,-0.09799999999999898
11,1,2014,1,button,mclaren,1:31.396,1:44.437,,11,91.396,104.437,,91.396,91.699,-0.30299999999999727
12,1,2014,1,raikkonen,ferrari,1:32.439,1:44.494,,12,92.439,104.494,,92.439,91.699,0.7399999999999949
13,1,2014,1,vettel,red_bull,1:31.931,1:44.688,,13,91.931,104.688,,91.931,91.699,0.23199999999999932
14,1,2014,1,sutil,sauber,1:33.673,1:45.655,,14,93.673,105.655,,93.673,91.699,1.9740000000000038
15,1,2014,1,kobayashi,caterham,1:34.274,1:45.867,,15,94.274,105.86699999999999,,94.274,91.699,2.575000000000003
16,1,2014,1,perez,force_india,1:34.141,1:47.293,,16,94.14099999999999,107.293,,94.14099999999999,91.699,2.441999999999993
17,1,2014,1,chilton,marussia,1:34.293,,,17,94.293,,,94.293,91.699,2.5940000000000083
18,1,2014,1,jules_bianchi,marussia,1:34.794,,,18,94.794,,,94.794,91.699,3.094999999999999
19,1,2014,1,gutierrez,sauber,1:35.117,,,19,95.11699999999999,,,95.11699999999999,91.699,3.417999999999992
20,1,2014,1,ericsson,caterham,1:35.157,,,20,95.157,,,95.157,91.699,3.4579999999999984
21,1,2014,1,grosjean,lotus_f1,1:36.993,,,21,96.993,,,96.993,91.699,5.293999999999997
22,1,2014,1,maldonado,lotus_f1,,,,22,,,,,91.699,
23,2,2014,2,hamilton,mercedes,1:57.202,1:59.041,1:59.431,1,117.202,119.041,119.431,117.202,117.202,0.0
24,2,2014,2,vettel,red_bull,1:57.654,1:59.399,1:59.486,2,117.654,119.399,119.48599999999999,117.654,117.202,0.4519999999999982
25,2,2014,2,rosberg,mercedes,1:57.183,1:59.445,2:00.050,3,117.18299999999999,119.445,120.05,117.18299999999999,117.202,-0.019000000000005457
26,2,2014,2,alonso,ferrari,1:58.889,2:01.356,2:00.175,4,118.88900000000001,121.356,120.175,118.88900000000001,117.202,1.6870000000000118
27,2,2014,2,ricciardo,red_bull,1:58.913,2:00.147,2:00.541,5,118.913,120.147,120.541,118.913,117.202,1.7109999999999985
28,2,2014,2,raikkonen,ferrari,1:59.257,2:01.532,2:01.218,6,119.257,121.532,121.218,119.257,117.202,2.055000000000007
29,2,2014,2,hulkenberg,force_india,1:58.883,2:00.839,2:01.712,7,118.88300000000001,120.839,121.712,118.88300000000001,117.202,1.6810000000000116
30,2,2014,2,kevin_magnussen,mclaren,2:00.356,2:02.094,2:02.213,8,120.356,122.094,122.213,120.356,117.202,3.1539999999999964
31,2,2014,2,vergne,toro_rosso,2:01.689,2:02.096,2:03.078,9,121.689,122.096,123.078,121.689,117.202,4.486999999999995
32,2,2014,2,button,mclaren,2:00.889,2:01.810,2:04.053,10,120.889,121.81,124.053,120.889,117.202,3.6869999999999976
33,2,2014,2,kvyat,toro_rosso,2:01.175,2:02.351,,11,121.175,122.351,,121.175,117.202,3.972999999999999
34,2,2014,2,gutierrez,sauber,2:01.134,2:02.369,,12,121.134,122.369,,121.134,117.202,3.932000000000002
35,2,2014,2,massa,williams,2:00.047,2:02.460,,13,120.047,122.46,,120.047,117.202,2.844999999999999
36,2,2014,2,perez,force_india,2:00.076,2:02.511,,14,120.076,122.511,,120.076,117.202,2.8739999999999952
37,2,2014,2,bottas,williams,1:59.709,2:02.756,,15,119.709,122.756,,119.709,117.202,2.507000000000005
38,2,2014,2,grosjean,lotus_f1,2:00.202,2:02.885,,16,120.202,122.885,,120.202,117.202,3.0
39,2,2014,2,maldonado,lotus_f1,2:02.074,,,17,122.074,,,122.074,117.202,4.872
40,2,2014,2,sutil,sauber,2:02.131,,,18,122.131,,,122.131,117.202,4.929000000000002
41,2,2014,2,jules_bianchi,marussia,2:02.702,,,19,122.702,,,122.702,117.202,5.5
42,2,2014,2,kobayashi,caterham,2:03.595,,,20,123.595,,,123.595,117.202,6.393000000000001
43,2,2014,2,chilton,marussia,2:04.388,,,21,124.388,,,124.388,117.202,7.186000000000007
44,2,2014,2,ericsson,caterham,2:04.407,,,22,124.407,,,124.407,117.202,7.204999999999998
45,3,2014,3,rosberg,mercedes,1:35.439,1:33.708,1:33.185,1,95.439,93.708,93.185,93.185,93.185,0.0
46,3,2014,3,hamilton,mercedes,1:35.323,1:33.872,1:33.464,2,95.32300000000001,93.872,93.464,93.464,93.185,0.27899999999999636
47,3,2014,3,ricciardo,red_bull,1:36.220,1:34.592,1:34.051,3,96.22,94.592,94.051,94.051,93.185,0.8659999999999997
48,3,2014,3,bottas,williams,1:34.934,1:34.842,1:34.247,4,94.934,94.842,94.247,94.247,93.185,1.0619999999999976
49,3,2014,3,perez,force_india,1:34.998,1:34.747,1:34.346,5,94.99799999999999,94.747,94.346,94.346,93.185,1.1610000000000014
50,3,2014,3,raikkonen,ferrari,1:35.234,1:34.925,1:34.368,6,95.23400000000001,94.925,94.368,94.368,93.185,1.1829999999999927
51,3,2014,3,button,mclaren,1:35.699,1:34.714,1:34.387,7,95.699,94.714,94.387,94.387,93.185,1.2019999999999982
52,3,2014,3,massa,williams,1:35.085,1:34.842,1:34.511,8,95.08500000000001,94.842,94.511,94.511,93.185,1.3259999999999934
53,3,2014,3,kevin_magnussen,mclaren,1:35.288,1:34.904,1:34.712,9,95.288,94.904,94.712,94.712,93.185,1.527000000000001
54,3,2014,3,alonso,ferrari,1:35.251,1:34.723,1:34.992,10,95.251,94.723,94.99199999999999,94.723,93.185,1.5379999999999967
55,3,2014,3,vettel,red_bull,1:35.549,1:34.985,,11,95.549,94.985,,94.985,93.185,1.7999999999999972
56,3,2014,3,hulkenberg,force_india,1:34.874,1:35.116,,12,94.874,95.116,,94.874,93.185,1.688999999999993
57,3,2014,3,kvyat,toro_rosso,1:35.395,1:35.145,,13,95.39500000000001,95.14500000000001,,95.14500000000001,93.185,1.960000000000008
58,3,2014,3,vergne,toro_rosso,1:35.815,1:35.286,,14,95.815,95.286,,95.286,93.185,2.100999999999999
59,3,2014,3,gutierrez,sauber,1:36.567,1:35.891,,15,96.56700000000001,95.89099999999999,,95.89099999999999,93.185,2.705999999999989
60,3,2014,3,grosjean,lotus_f1,1:36.654,1:35.908,,16,96.654,95.908,,95.908,93.185,2.722999999999999
61,3,2014,3,maldonado,lotus_f1,1:36.663,,,17,96.663,,,96.663,93.185,3.4779999999999944
62,3,2014,3,sutil,sauber,1:36.840,,,18,96.84,,,96.84,93.185,3.655000000000001
63,3,2014,3,kobayashi,caterham,1:37.085,,,19,97.08500000000001,,,97.08500000000001,93.185,3.9000000000000057
64,3,2014,3,jules_bianchi,marussia,1:37.310,,,20,97.31,,,97.31,93.185,4.125
65,3,2014,3,ericsson,caterham,1:37.875,,,21,97.875,,,97.875,93.185,4.689999999999998
66,3,2014,3,chilton,marussia,1:37.913,,,22,97.913,,,97.913,93.185,4.727999999999994
67,4,2014,4,hamilton,mercedes,1:55.516,1:54.029,1:53.860,1,115.51599999999999,114.029,113.86,113.86,113.86,0.0
68,4,2014,4,ricciardo,red_bull,1:56.641,1:55.302,1:54.455,2,116.64099999999999,115.30199999999999,114.455,114.455,113.86,0.5949999999999989
69,4,2014,4,vettel,red_bull,1:55.926,1:54.499,1:54.960,3,115.926,114.499,114.96000000000001,114.499,113.86,0.6389999999999958
70,4,2014,4,rosberg,mercedes,1:56.058,1:55.294,1:55.143,4,116.05799999999999,115.294,115.143,115.143,113.86,1.2830000000000013
71,4,2014,4,alonso,ferrari,1:56.961,1:55.765,1:55.637,5,116.961,115.765,115.637,115.637,113.86,1.777000000000001
72,4,2014,4,massa,williams,1:56.850,1:56.757,1:56.147,6,116.85,116.757,116.14699999999999,116.14699999999999,113.86,2.286999999999992
73,4,2014,4,bottas,williams,1:56.501,1:56.253,1:56.282,7,116.501,116.253,116.282,116.253,113.86,2.3930000000000007
74,4,2014,4,hulkenberg,force_india,1:55.913,1:56.847,1:56.366,8,115.913,116.84700000000001,116.366,115.913,113.86,2.0529999999999973
75,4,2014,4,vergne,toro_rosso,1:57.477,1:56.584,1:56.773,9,117.477,116.584,116.773,116.584,113.86,2.7240000000000038
76,4,2014,4,grosjean,lotus_f1,1:58.411,1:56.407,1:57.079,10,118.411,116.407,117.07900000000001,116.407,113.86,2.546999999999997
77,4,2014,4,raikkonen,ferrari,1:58.279,1:56.860,,11,118.279,116.86,,116.86,113.86,3.0
78,4,2014,4,button,mclaren,1:57.783,1:56.963,,12,117.783,116.963,,116.963,113.86,3.1029999999999944
79,4,2014,4,kvyat,toro_rosso,1:57.261,1:57.289,,13,117.261,117.289,,117.261,113.86,3.4009999999999962
80,4,2014,4,sutil,sauber,1:58.138,1:57.393,,14,118.138,117.393,,117.393,113.86,3.5330000000000013
81,4,2014,4,kevin_magnussen,mclaren,1:57.369,1:57.675,,15,117.369,117.675,,117.369,113.86,3.5090000000000003
82,4,2014,4,perez,force_india,1:58.362,1:58.264,,16,118.362,118.26400000000001,,118.26400000000001,113.86,4.404000000000011
83,4,2014,4,gutierrez,sauber,1:58.988,,,17,118.988,,,118.988,113.86,5.128
84,4,2014,4,kobayashi,caterham,1:59.260,,,18,119.25999999999999,,,119.25999999999999,113.86,5.3999999999999915
85,4,2014,4,jules_bianchi,marussia,1:59.326,,,19,119.326,,,119.326,113.86,5.465999999999994
86,4,2014,4,ericsson,caterham,2:00.646,,,20,120.646,,,120.646,113.86,6.786000000000001
87,4,2014,4,chilton,marussia,2:00.865,,,21,120.865,,,120.865,113.86,7.0049999999999955
88,4,2014,4,maldonado,lotus_f1,,,,22,,,,,113.86,
89,5,2014,5,hamilton,mercedes,1:27.238,1:26.210,1:25.232,1,87.238,86.21000000000001,85.232,85.232,85.232,0.0
90,5,2014,5,rosberg,mercedes,1:26.764,1:26.088,1:25.400,2,86.764,86.088,85.4,85.4,85.232,0.16800000000000637
91,5,2014,5,ricciardo,red_bull,1:28.053,1:26.613,1:26.285,3,88.053,86.613,86.285,86.285,85.232,1.0529999999999973
92,5,2014,5,bottas,williams,1:28.198,1:27.563,1:26.632,4,88.19800000000001,87.563,86.632,86.632,85.232,1.4000000000000057
93,5,2014,5,grosjean,lotus_f1,1:28.472,1:27.258,1:26.960,5,88.47200000000001,87.258,86.96000000000001,86.96000000000001,85.232,1.7280000000000086
94,5,2014,5,raikkonen,ferrari,1:28.308,1:27.335,1:27.104,6,88.30799999999999,87.33500000000001,87.104,87.104,85.232,1.8719999999999999
95,5,2014,5,alonso,ferrari,1:28.329,1:27.602,1:27.140,7,88.32900000000001,87.602,87.14,87.14,85.232,1.9080000000000013
96,5,2014,5,button,mclaren,1:28.279,1:27.570,1:27.335,8,88.279,87.57,87.33500000000001,87.33500000000001,85.232,2.1030000000000086
97,5,2014,5,massa,williams,1:28.061,1:27.016,1:27.402,9,88.061,87.01599999999999,87.402,87.01599999999999,85.232,1.7839999999999918
98,5,2014,5,vettel,red_bull,1:27.958,1:27.052,,10,87.958,87.05199999999999,,87.05199999999999,85.232,1.8199999999999932
99,5,2014,5,hulkenberg,force_india,1:28.155,1:27.685,,11,88.155,87.685,,87.685,85.232,2.453000000000003
100,5,2014,5,perez,force_india,1:28.469,1:28.002,,12,88.469,88.002,,88.002,85.232,2.769999999999996
101,5,2014,5,kvyat,toro_rosso,1:28.074,1:28.039,,13,88.074,88.039,,88.039,85.232,2.807000000000002
102,5,2014,5,gutierrez,sauber,1:28.374,1:28.280,,14,88.374,88.28,,88.28,85.232,3.048000000000002
103,5,2014,5,kevin_magnussen,mclaren,1:28.389,,,15,88.389,,,88.389,85.232,3.1569999999999965
104,5,2014,5,vergne,toro_rosso,1:28.194,,,16,88.194,,,88.194,85.232,2.9620000000000033
105,5,2014,5,sutil,sauber,1:28.563,,,17,88.563,,,88.563,85.232,3.331000000000003
106,5,2014,5,chilton,marussia,1:29.586,,,18,89.586,,,89.586,85.232,4.353999999999999
107,5,2014,5,jules_bianchi,marussia,1:30.177,,,19,90.17699999999999,,,90.17699999999999,85.232,4.944999999999993
108,5,2014,5,ericsson,caterham,1:30.312,,,20,90.312,,,90.312,85.232,5.079999999999998
109,5,2014,5,kobayashi,caterham,1:30.375,,,21,90.375,,,90.375,85.232,5.143000000000001
110,5,2014,5,maldonado,lotus_f1,,,,22,,,,,85.232,
111,7,2014,6,rosberg,mercedes,1:17.678,1:16.465,1:15.989,1,77.678,76.465,75.989,75.989,75.989,0.0
112,7,2014,6,hamilton,mercedes,1:17.823,1:16.354,1:16.048,2,77.82300000000001,76.354,76.048,76.048,75.989,0.0589999999999975
113,7,2014,6,ricciardo,red_bull,1:17.900,1:17.233,1:16.384,3,77.9,77.233,76.384,76.384,75.989,0.394999999999996
114,7,2014,6,vettel,red_bull,1:18.383,1:17.074,1:16.547,4,78.383,77.074,76.547,76.547,75.989,0.5579999999999927
115,7,2014,6,alonso,ferrari,1:17.853,1:17.200,1:16.686,5,77.85300000000001,77.2,76.686,76.686,75.989,0.6970000000000027
116,7,2014,6,raikkonen,ferrari,1:17.902,1:17.398,1:17.389,6,77.902,77.398,77.389,77.389,75.989,1.3999999999999915
117,7,2014,6,vergne,toro_rosso,1:17.557,1:17.657,1:17.540,7,77.557,77.657,77.53999999999999,77.53999999999999,75.989,1.5509999999999877
118,7,2014,6,kevin_magnussen,mclaren,1:17.978,1:17.609,1:17.555,8,77.97800000000001,77.60900000000001,77.555,77.555,75.989,1.5660000000000025
119,7,2014,6,kvyat,toro_rosso,1:18.616,1:17.594,1:18.090,9,78.616,77.594,78.09,77.594,75.989,1.6049999999999898
120,7,2014,6,perez,force_india,1:18.108,1:17.755,1:18.327,10,78.108,77.755,78.327,77.755,75.989,1.7659999999999911
121,7,2014,6,hulkenberg,force_india,1:18.432,1:17.846,,11,78.432,77.846,,77.846,75.989,1.8569999999999993
122,7,2014,6,button,mclaren,1:17.890,1:17.988,,12,77.89,77.988,,77.89,75.989,1.9009999999999962
123,7,2014,6,bottas,williams,1:18.407,1:18.082,,13,78.407,78.082,,78.082,75.989,2.0929999999999893
124,7,2014,6,grosjean,lotus_f1,1:18.335,1:18.196,,14,78.33500000000001,78.196,,78.196,75.989,2.2069999999999936
125,7,2014,6,maldonado,lotus_f1,1:18.585,1:18.356,,15,78.58500000000001,78.356,,78.356,75.989,2.3669999999999902
126,7,2014,6,massa,williams,1:18.209,,,16,78.209,,,78.209,75.989,2.219999999999999
127,7,2014,6,gutierrez,sauber,1:18.741,,,17,78.741,,,78.741,75.989,2.7519999999999953
128,7,2014,6,sutil,sauber,1:18.745,,,18,78.745,,,78.745,75.989,2.7560000000000002
129,7,2014,6,jules_bianchi,marussia,1:19.332,,,19,79.332,,,79.332,75.989,3.3429999999999893
130,7,2014,6,chilton,marussia,1:19.928,,,20,79.928,,,79.928,75.989,3.938999999999993
131,7,2014,6,kobayashi,caterham,1:20.133,,,21,80.133,,,80.133,75.989,4.143999999999991
132,7,2014,6,ericsson,caterham,1:21.732,,,22,81.732,,,81.732,75.989,5.742999999999995
133,8,2014,7,rosberg,mercedes,1:16.471,1:15.289,1:14.874,1,76.471,75.289,74.874,74.874,74.874,0.0
134,8,2014,7,hamilton,mercedes,1:15.750,1:15.054,1:14.953,2,75.75,75.054,74.953,74.953,74.874,0.07900000000000773
135,8,2014,7,vettel,red_bull,1:17.470,1:16.109,1:15.548,3,77.47,76.10900000000001,75.548,75.548,74.874,0.6740000000000066
136,8,2014,7,bottas,williams,1:16.772,1:15.806,1:15.550,4,76.77199999999999,75.806,75.55,75.55,74.874,0.6760000000000019
137,8,2014,7,massa,williams,1:16.666,1:15.773,1:15.578,5,76.666,75.773,75.578,75.578,74.874,0.7040000000000077
138,8,2014,7,ricciardo,red_bull,1:17.113,1:15.897,1:15.589,6,77.113,75.897,75.589,75.589,74.874,0.7150000000000034
139,8,2014,7,alonso,ferrari,1:17.010,1:16.131,1:15.814,7,77.01,76.131,75.814,75.814,74.874,0.9399999999999977
140,8,2014,7,vergne,toro_rosso,1:17.178,1:16.255,1:16.162,8,77.178,76.255,76.162,76.162,74.874,1.288000000000011
141,8,2014,7,button,mclaren,1:16.631,1:16.214,1:16.182,9,76.631,76.214,76.182,76.182,74.874,1.308000000000007
142,8,2014,7,raikkonen,ferrari,1:17.013,1:16.245,1:16.214,10,77.013,76.245,76.214,76.214,74.874,1.3400000000000034
143,8,2014,7,hulkenberg,force_india,1:16.897,1:16.300,,11,76.89699999999999,76.3,,76.3,74.874,1.426000000000002
144,8,2014,7,kevin_magnussen,mclaren,1:16.446,1:16.310,,12,76.446,76.31,,76.31,74.874,1.436000000000007
145,8,2014,7,perez,force_india,1:18.235,1:16.472,,13,78.235,76.47200000000001,,76.47200000000001,74.874,1.5980000000000132
146,8,2014,7,grosjean,lotus_f1,1:17.732,1:16.687,,14,77.732,76.687,,76.687,74.874,1.8130000000000024
147,8,2014,7,kvyat,toro_rosso,1:16.938,1:16.713,,15,76.938,76.713,,76.713,74.874,1.8389999999999986
148,8,2014,7,sutil,sauber,1:17.519,1:17.314,,16,77.519,77.314,,77.314,74.874,2.4399999999999977
149,8,2014,7,maldonado,lotus_f1,1:18.328,,,17,78.328,,,78.328,74.874,3.4540000000000077
150,8,2014,7,chilton,marussia,1:18.348,,,18,78.348,,,78.348,74.874,3.4740000000000038
151,8,2014,7,jules_bianchi,marussia,1:18.359,,,19,78.35900000000001,,,78.35900000000001,74.874,3.4850000000000136
152,8,2014,7,kobayashi,caterham,1:19.278,,,20,79.27799999999999,,,79.27799999999999,74.874,4.403999999999996
153,8,2014,7,ericsson,caterham,1:19.820,,,21,79.82,,,79.82,74.874,4.945999999999998
154,8,2014,7,gutierrez,sauber,,,,22,,,,,74.874,
155,9,2014,8,massa,williams,1:10.292,1:09.239,1:08.759,1,70.292,69.239,68.759,68.759,68.759,0.0
156,9,2014,8,bottas,williams,1:10.356,1:09.096,1:08.846,2,70.356,69.096,68.846,68.846,68.759,0.0870000000000033
157,9,2014,8,rosberg,mercedes,1:09.695,1:08.974,1:08.944,3,69.695,68.974,68.944,68.944,68.759,0.18500000000000227
158,9,2014,8,alonso,ferrari,1:10.405,1:09.479,1:09.285,4,70.405,69.479,69.285,69.285,68.759,0.5259999999999962
159,9,2014,8,ricciardo,red_bull,1:10.395,1:09.638,1:09.466,5,70.395,69.638,69.466,69.466,68.759,0.7069999999999936
160,9,2014,8,kevin_magnussen,mclaren,1:10.081,1:09.473,1:09.515,6,70.081,69.473,69.515,69.473,68.759,0.7139999999999986
161,9,2014,8,kvyat,toro_rosso,1:09.678,1:09.490,1:09.619,7,69.678,69.49,69.619,69.49,68.759,0.7309999999999945
162,9,2014,8,raikkonen,ferrari,1:10.285,1:09.657,1:10.795,8,70.285,69.657,70.795,69.657,68.759,0.8979999999999961
163,9,2014,8,hamilton,mercedes,1:09.514,1:09.092,,9,69.514,69.092,,69.092,68.759,0.3329999999999984
164,9,2014,8,hulkenberg,force_india,1:10.389,1:09.624,,10,70.389,69.624,,69.624,68.759,0.8649999999999949
165,9,2014,8,perez,force_india,1:10.124,1:09.754,,11,70.124,69.754,,69.754,68.759,0.9950000000000045
166,9,2014,8,button,mclaren,1:10.252,1:09.780,,12,70.252,69.78,,69.78,68.759,1.0210000000000008
167,9,2014,8,vettel,red_bull,1:10.630,1:09.801,,13,70.63,69.801,,69.801,68.759,1.0420000000000016
168,9,2014,8,maldonado,lotus_f1,1:10.821,1:09.939,,14,70.821,69.939,,69.939,68.759,1.1799999999999926
169,9,2014,8,vergne,toro_rosso,1:10.161,1:10.073,,15,70.161,70.07300000000001,,70.07300000000001,68.759,1.3140000000000072
170,9,2014,8,grosjean,lotus_f1,1:10.461,1:10.642,,16,70.461,70.642,,70.461,68.759,1.7019999999999982
171,9,2014,8,sutil,sauber,1:10.825,,,17,70.825,,,70.825,68.759,2.0660000000000025
172,9,2014,8,gutierrez,sauber,1:11.349,,,18,71.349,,,71.349,68.759,2.5900000000000034
173,9,2014,8,jules_bianchi,marussia,1:11.412,,,19,71.412,,,71.412,68.759,2.653000000000006
174,9,2014,8,kobayashi,caterham,1:11.673,,,20,71.673,,,71.673,68.759,2.9140000000000015
175,9,2014,8,chilton,marussia,1:11.775,,,21,71.775,,,71.775,68.759,3.0160000000000053
176,9,2014,8,ericsson,caterham,1:12.673,,,22,72.673,,,72.673,68.759,3.9140000000000015
177,10,2014,9,rosberg,mercedes,1:40.380,1:35.179,1:35.766,1,100.38,95.179,95.76599999999999,95.179,95.179,0.0
178,10,2014,9,vettel,red_bull,1:45.086,1:36.410,1:37.386,2,105.086,96.41,97.386,96.41,95.179,1.2309999999999945
179,10,2014,9,button,mclaren,1:44.425,1:36.579,1:38.200,3,104.425,96.57900000000001,98.2,96.57900000000001,95.179,1.4000000000000057
180,10,2014,9,hulkenberg,force_india,1:41.271,1:37.112,1:38.329,4,101.271,97.112,98.32900000000001,97.112,95.179,1.9329999999999927
181,10,2014,9,kevin_magnussen,mclaren,1:42.507,1:37.370,1:38.417,5,102.507,97.37,98.417,97.37,95.179,2.1910000000000025
182,10,2014,9,hamilton,mercedes,1:41.058,1:34.870,1:39.232,6,101.05799999999999,94.87,99.232,94.87,95.179,-0.3089999999999975
183,10,2014,9,perez,force_india,1:42.146,1:37.350,1:40.457,7,102.146,97.35,100.457,97.35,95.179,2.1709999999999923
184,10,2014,9,ricciardo,red_bull,1:44.710,1:38.166,1:40.606,8,104.71000000000001,98.166,100.606,98.166,95.179,2.9869999999999948
185,10,2014,9,kvyat,toro_rosso,1:41.032,1:36.813,1:40.707,9,101.032,96.813,100.707,96.813,95.179,1.6340000000000003
186,10,2014,9,vergne,toro_rosso,1:43.040,1:37.800,1:40.855,10,103.03999999999999,97.8,100.85499999999999,97.8,95.179,2.620999999999995
187,10,2014,9,grosjean,lotus_f1,1:43.121,1:38.496,,11,103.12100000000001,98.49600000000001,,98.49600000000001,95.179,3.3170000000000073
188,10,2014,9,jules_bianchi,marussia,1:41.169,1:38.709,,12,101.169,98.709,,98.709,95.179,3.530000000000001
189,10,2014,9,chilton,marussia,1:42.082,1:39.800,,13,102.082,99.8,,99.8,95.179,4.620999999999995
190,10,2014,9,gutierrez,sauber,1:43.285,1:40.912,,14,103.285,100.912,,100.912,95.179,5.733000000000004
191,10,2014,9,maldonado,lotus_f1,1:43.892,1:44.018,,15,103.892,104.018,,103.892,95.179,8.712999999999994
192,10,2014,9,sutil,sauber,1:42.603,,,16,102.60300000000001,,,102.60300000000001,95.179,7.424000000000007
193,10,2014,9,bottas,williams,1:45.318,,,17,105.318,,,105.318,95.179,10.138999999999996
194,10,2014,9,massa,williams,1:45.695,,,18,105.695,,,105.695,95.179,10.515999999999991
195,10,2014,9,alonso,ferrari,1:45.935,,,19,105.935,,,105.935,95.179,10.756
196,10,2014,9,raikkonen,ferrari,1:46.684,,,20,106.684,,,106.684,95.179,11.504999999999995
197,10,2014,9,ericsson,caterham,1:49.421,,,21,109.42099999999999,,,109.42099999999999,95.179,14.24199999999999
198,10,2014,9,kobayashi,caterham,1:49.625,,,22,109.625,,,109.625,95.179,14.445999999999998
199,11,2014,10,rosberg,mercedes,1:17.631,1:17.109,1:16.540,1,77.631,77.10900000000001,76.53999999999999,76.53999999999999,76.53999999999999,0.0
200,11,2014,10,bottas,williams,1:18.215,1:17.353,1:16.759,2,78.215,77.35300000000001,76.759,76.759,76.53999999999999,0.2190000000000083
201,11,2014,10,massa,williams,1:18.381,1:17.370,1:17.078,3,78.381,77.37,77.078,77.078,76.53999999999999,0.5380000000000109
202,11,2014,10,kevin_magnussen,mclaren,1:18.260,1:17.788,1:17.214,4,78.26,77.788,77.214,77.214,76.53999999999999,0.6740000000000066
203,11,2014,10,ricciardo,red_bull,1:18.117,1:17.855,1:17.273,5,78.117,77.855,77.273,77.273,76.53999999999999,0.7330000000000041
204,11,2014,10,vettel,red_bull,1:18.194,1:17.646,1:17.577,6,78.194,77.646,77.577,77.577,76.53999999999999,1.0370000000000061
205,11,2014,10,alonso,ferrari,1:18.389,1:17.866,1:17.649,7,78.389,77.866,77.649,77.649,76.53999999999999,1.1090000000000089
206,11,2014,10,kvyat,toro_rosso,1:18.530,1:18.103,1:17.965,8,78.53,78.10300000000001,77.965,77.965,76.53999999999999,1.4250000000000114
207,11,2014,10,hulkenberg,force_india,1:18.927,1:18.017,1:18.014,9,78.92699999999999,78.017,78.014,78.014,76.53999999999999,1.4740000000000038
208,11,2014,10,perez,force_india,1:18.916,1:18.161,1:18.035,10,78.916,78.161,78.035,78.035,76.53999999999999,1.4950000000000045
209,11,2014,10,button,mclaren,1:18.425,1:18.193,,11,78.425,78.193,,78.193,76.53999999999999,1.6530000000000058
210,11,2014,10,raikkonen,ferrari,1:18.534,1:18.273,,12,78.53399999999999,78.273,,78.273,76.53999999999999,1.733000000000004
211,11,2014,10,vergne,toro_rosso,1:18.496,1:18.285,,13,78.496,78.285,,78.285,76.53999999999999,1.7450000000000045
212,11,2014,10,gutierrez,sauber,1:18.739,1:18.787,,14,78.739,78.787,,78.739,76.53999999999999,2.1990000000000123
213,11,2014,10,grosjean,lotus_f1,1:18.894,1:18.983,,15,78.894,78.983,,78.894,76.53999999999999,2.3540000000000134
214,11,2014,10,hamilton,mercedes,1:18.683,,,16,78.68299999999999,,,78.68299999999999,76.53999999999999,2.1430000000000007
215,11,2014,10,sutil,sauber,1:19.142,,,17,79.142,,,79.142,76.53999999999999,2.602000000000004
216,11,2014,10,jules_bianchi,marussia,1:19.676,,,18,79.676,,,79.676,76.53999999999999,3.13600000000001
217,11,2014,10,maldonado,lotus_f1,1:20.195,,,19,80.195,,,80.195,76.53999999999999,3.655000000000001
218,11,2014,10,kobayashi,caterham,1:20.408,,,20,80.408,,,80.408,76.53999999999999,3.868000000000009
219,11,2014,10,chilton,marussia,1:20.489,,,21,80.489,,,80.489,76.53999999999999,3.9490000000000123
220,11,2014,10,ericsson,caterham,,,,22,,,,,76.53999999999999,
221,13,2014,11,rosberg,mercedes,1:25.227,1:23.310,1:22.715,1,85.227,83.31,82.715,82.715,82.715,0.0
222,13,2014,11,vettel,red_bull,1:25.662,1:23.606,1:23.201,2,85.662,83.606,83.201,83.201,82.715,0.48599999999999
223,13,2014,11,bottas,williams,1:25.690,1:23.776,1:23.354,3,85.69,83.776,83.354,83.354,82.715,0.6389999999999958
